Zählpunktbezeichnung;Kennzahl;Zählernummer;Exportiere ab;Exportiere bis;Exportiere ab;Exportiere bis
AT0090000000000000000000000049656;1-1:1.9.0 P.01;;01.08.2023;31.08.2023;00:00;00:00
Startdatum;Startuhrzeit;Enddatum;Enduhrzeit;Verbrauch (in kWh); Status
05.08.2023;02:45;05.08.2023;03:00;0,065;Wahrer Wert
05.08.2023;03:00;05.08.2023;03:15;0,064;Wahrer Wert
05.08.2023;03:15;05.08.2023;03:30;0,081;Wahrer Wert
05.08.2023;03:30;05.08.2023;03:45;0,068;Wahrer Wert
05.08.2023;03:45;05.08.2023;04:00;0,068;Wahrer Wert
05.08.2023;04:00;05.08.2023;04:15;0,053;Wahrer Wert
05.08.2023;04:15;05.08.2023;04:30;0,084;Wahrer Wert
05.08.2023;04:30;05.08.2023;04:45;0,067;Wahrer Wert
05.08.2023;04:45;05.08.2023;05:00;0,061;Wahrer Wert
05.08.2023;05:00;05.08.2023;05:15;0,057;Wahrer Wert
05.08.2023;05:15;05.08.2023;05:30;0,078;Wahrer Wert
05.08.2023;05:30;05.08.2023;05:45;0,068;Wahrer Wert
05.08.2023;05:45;05.08.2023;06:00;0,063;Wahrer Wert
05.08.2023;06:00;05.08.2023;06:15;0,045;Wahrer Wert
05.08.2023;06:15;05.08.2023;06:30;0,070;Wahrer Wert
05.08.2023;06:30;05.08.2023;06:45;0,082;Wahrer Wert
05.08.2023;06:45;05.08.2023;07:00;0,054;Wahrer Wert
05.08.2023;07:00;05.08.2023;07:15;0,042;Wahrer Wert
05.08.2023;07:15;05.08.2023;07:30;0,001;Wahrer Wert
05.08.2023;07:30;05.08.2023;07:45;0,014;Wahrer Wert
05.08.2023;07:45;05.08.2023;08:00;0,017;Wahrer Wert
05.08.2023;08:00;05.08.2023;08:15;0,014;Wahrer Wert
05.08.2023;08:15;05.08.2023;08:30;0,023;Wahrer Wert
05.08.2023;08:30;05.08.2023;08:45;0,054;Wahrer Wert
05.08.2023;08:45;05.08.2023;09:00;0,062;Wahrer Wert
05.08.2023;09:00;05.08.2023;09:15;0,046;Wahrer Wert
05.08.2023;09:15;05.08.2023;09:30;0,020;Wahrer Wert
05.08.2023;09:30;05.08.2023;09:45;0,000;Wahrer Wert
05.08.2023;09:45;05.08.2023;10:00;0,001;Wahrer Wert
05.08.2023;10:00;05.08.2023;10:15;0,000;Wahrer Wert
05.08.2023;10:15;05.08.2023;10:30;0,000;Wahrer Wert
05.08.2023;10:30;05.08.2023;10:45;0,001;Wahrer Wert
05.08.2023;10:45;05.08.2023;11:00;0,047;Wahrer Wert
05.08.2023;11:00;05.08.2023;11:15;0,513;Wahrer Wert
05.08.2023;11:15;05.08.2023;11:30;0,357;Wahrer Wert
05.08.2023;11:30;05.08.2023;11:45;0,022;Wahrer Wert
05.08.2023;11:45;05.08.2023;12:00;0,007;Wahrer Wert
05.08.2023;12:00;05.08.2023;12:15;0,011;Wahrer Wert
05.08.2023;12:15;05.08.2023;12:30;0,011;Wahrer Wert
05.08.2023;12:30;05.08.2023;12:45;0,159;Wahrer Wert
05.08.2023;12:45;05.08.2023;13:00;0,091;Wahrer Wert
05.08.2023;13:00;05.08.2023;13:15;0,141;Wahrer Wert
05.08.2023;13:15;05.08.2023;13:30;0,764;Wahrer Wert
05.08.2023;13:30;05.08.2023;13:45;1,331;Wahrer Wert
05.08.2023;13:45;05.08.2023;14:00;1,158;Wahrer Wert
05.08.2023;14:00;05.08.2023;14:15;0,053;Wahrer Wert
05.08.2023;14:15;05.08.2023;14:30;0,034;Wahrer Wert
05.08.2023;14:30;05.08.2023;14:45;0,012;Wahrer Wert
05.08.2023;14:45;05.08.2023;15:00;0,016;Wahrer Wert
05.08.2023;15:00;05.08.2023;15:15;0,002;Wahrer Wert
05.08.2023;15:15;05.08.2023;15:30;0,000;Wahrer Wert
05.08.2023;15:30;05.08.2023;15:45;0,000;Wahrer Wert
05.08.2023;15:45;05.08.2023;16:00;0,000;Wahrer Wert
05.08.2023;16:00;05.08.2023;16:15;0,001;Wahrer Wert
05.08.2023;16:15;05.08.2023;16:30;0,003;Wahrer Wert
05.08.2023;16:30;05.08.2023;16:45;0,001;Wahrer Wert
05.08.2023;16:45;05.08.2023;17:00;0,000;Wahrer Wert
05.08.2023;17:00;05.08.2023;17:15;0,078;Wahrer Wert
05.08.2023;17:15;05.08.2023;17:30;0,108;Wahrer Wert
05.08.2023;17:30;05.08.2023;17:45;0,166;Wahrer Wert
05.08.2023;17:45;05.08.2023;18:00;0,254;Wahrer Wert
05.08.2023;18:00;05.08.2023;18:15;0,178;Wahrer Wert
05.08.2023;18:15;05.08.2023;18:30;0,264;Wahrer Wert
05.08.2023;18:30;05.08.2023;18:45;0,104;Wahrer Wert
05.08.2023;18:45;05.08.2023;19:00;1,041;Wahrer Wert
05.08.2023;19:00;05.08.2023;19:15;0,439;Wahrer Wert
05.08.2023;19:15;05.08.2023;19:30;0,088;Wahrer Wert
05.08.2023;19:30;05.08.2023;19:45;0,081;Wahrer Wert
05.08.2023;19:45;05.08.2023;20:00;0,089;Wahrer Wert
05.08.2023;20:00;05.08.2023;20:15;0,212;Wahrer Wert
05.08.2023;20:15;05.08.2023;20:30;0,270;Wahrer Wert
05.08.2023;20:30;05.08.2023;20:45;0,275;Wahrer Wert
05.08.2023;20:45;05.08.2023;21:00;0,145;Wahrer Wert
05.08.2023;21:00;05.08.2023;21:15;0,241;Wahrer Wert
05.08.2023;21:15;05.08.2023;21:30;0,153;Wahrer Wert
05.08.2023;21:30;05.08.2023;21:45;0,108;Wahrer Wert
05.08.2023;21:45;05.08.2023;22:00;0,118;Wahrer Wert
05.08.2023;22:00;05.08.2023;22:15;0,152;Wahrer Wert
05.08.2023;22:15;05.08.2023;22:30;0,155;Wahrer Wert
05.08.2023;22:30;05.08.2023;22:45;0,146;Wahrer Wert
05.08.2023;22:45;05.08.2023;23:00;0,118;Wahrer Wert
05.08.2023;23:00;05.08.2023;23:15;0,096;Wahrer Wert
05.08.2023;23:15;05.08.2023;23:30;0,087;Wahrer Wert
05.08.2023;23:30;05.08.2023;23:45;0,087;Wahrer Wert
05.08.2023;23:45;06.08.2023;00:00;0,093;Wahrer Wert
06.08.2023;00:00;06.08.2023;00:15;0,067;Wahrer Wert
06.08.2023;00:15;06.08.2023;00:30;0,059;Wahrer Wert
06.08.2023;00:30;06.08.2023;00:45;0,070;Wahrer Wert
06.08.2023;00:45;06.08.2023;01:00;0,078;Wahrer Wert
06.08.2023;01:00;06.08.2023;01:15;0,069;Wahrer Wert
06.08.2023;01:15;06.08.2023;01:30;0,058;Wahrer Wert
06.08.2023;01:30;06.08.2023;01:45;0,064;Wahrer Wert
06.08.2023;01:45;06.08.2023;02:00;0,067;Wahrer Wert
06.08.2023;02:00;06.08.2023;02:15;0,081;Wahrer Wert
06.08.2023;02:15;06.08.2023;02:30;0,057;Wahrer Wert
06.08.2023;02:30;06.08.2023;02:45;0,059;Wahrer Wert
06.08.2023;02:45;06.08.2023;03:00;0,064;Wahrer Wert
06.08.2023;03:00;06.08.2023;03:15;0,088;Wahrer Wert
06.08.2023;03:15;06.08.2023;03:30;0,059;Wahrer Wert
06.08.2023;03:30;06.08.2023;03:45;0,065;Wahrer Wert
06.08.2023;03:45;06.08.2023;04:00;0,060;Wahrer Wert
06.08.2023;04:00;06.08.2023;04:15;0,076;Wahrer Wert
06.08.2023;04:15;06.08.2023;04:30;0,071;Wahrer Wert
06.08.2023;04:30;06.08.2023;04:45;0,057;Wahrer Wert
06.08.2023;04:45;06.08.2023;05:00;0,059;Wahrer Wert
06.08.2023;05:00;06.08.2023;05:15;0,071;Wahrer Wert
06.08.2023;05:15;06.08.2023;05:30;0,077;Wahrer Wert
06.08.2023;05:30;06.08.2023;05:45;0,056;Wahrer Wert
06.08.2023;05:45;06.08.2023;06:00;0,061;Wahrer Wert
06.08.2023;06:00;06.08.2023;06:15;0,050;Wahrer Wert
06.08.2023;06:15;06.08.2023;06:30;0,078;Wahrer Wert
06.08.2023;06:30;06.08.2023;06:45;0,049;Wahrer Wert
06.08.2023;06:45;06.08.2023;07:00;0,046;Wahrer Wert
06.08.2023;07:00;06.08.2023;07:15;0,023;Wahrer Wert
06.08.2023;07:15;06.08.2023;07:30;0,023;Wahrer Wert
06.08.2023;07:30;06.08.2023;07:45;0,008;Wahrer Wert
06.08.2023;07:45;06.08.2023;08:00;0,004;Wahrer Wert
06.08.2023;08:00;06.08.2023;08:15;0,009;Wahrer Wert
06.08.2023;08:15;06.08.2023;08:30;0,015;Wahrer Wert
06.08.2023;08:30;06.08.2023;08:45;0,000;Wahrer Wert
06.08.2023;08:45;06.08.2023;09:00;0,225;Wahrer Wert
06.08.2023;09:00;06.08.2023;09:15;0,299;Wahrer Wert
06.08.2023;09:15;06.08.2023;09:30;0,000;Wahrer Wert
06.08.2023;09:30;06.08.2023;09:45;0,068;Wahrer Wert
06.08.2023;09:45;06.08.2023;10:00;0,085;Wahrer Wert
06.08.2023;10:00;06.08.2023;10:15;0,000;Wahrer Wert
06.08.2023;10:15;06.08.2023;10:30;0,000;Wahrer Wert
06.08.2023;10:30;06.08.2023;10:45;0,000;Wahrer Wert
06.08.2023;10:45;06.08.2023;11:00;0,000;Wahrer Wert
06.08.2023;11:00;06.08.2023;11:15;0,000;Wahrer Wert
06.08.2023;11:15;06.08.2023;11:30;0,039;Wahrer Wert
06.08.2023;11:30;06.08.2023;11:45;0,296;Wahrer Wert
06.08.2023;11:45;06.08.2023;12:00;0,003;Wahrer Wert
06.08.2023;12:00;06.08.2023;12:15;0,007;Wahrer Wert
06.08.2023;12:15;06.08.2023;12:30;0,714;Wahrer Wert
06.08.2023;12:30;06.08.2023;12:45;0,476;Wahrer Wert
06.08.2023;12:45;06.08.2023;13:00;0,026;Wahrer Wert
06.08.2023;13:00;06.08.2023;13:15;0,023;Wahrer Wert
06.08.2023;13:15;06.08.2023;13:30;0,001;Wahrer Wert
06.08.2023;13:30;06.08.2023;13:45;0,016;Wahrer Wert
06.08.2023;13:45;06.08.2023;14:00;0,000;Wahrer Wert
06.08.2023;14:00;06.08.2023;14:15;0,000;Wahrer Wert
06.08.2023;14:15;06.08.2023;14:30;0,000;Wahrer Wert
06.08.2023;14:30;06.08.2023;14:45;1,528;Wahrer Wert
06.08.2023;14:45;06.08.2023;15:00;2,525;Wahrer Wert
06.08.2023;15:00;06.08.2023;15:15;2,512;Wahrer Wert
06.08.2023;15:15;06.08.2023;15:30;2,454;Wahrer Wert
06.08.2023;15:30;06.08.2023;15:45;2,391;Wahrer Wert
06.08.2023;15:45;06.08.2023;16:00;2,306;Wahrer Wert
06.08.2023;16:00;06.08.2023;16:15;2,128;Wahrer Wert
06.08.2023;16:15;06.08.2023;16:30;0,416;Wahrer Wert
06.08.2023;16:30;06.08.2023;16:45;0,000;Wahrer Wert
06.08.2023;16:45;06.08.2023;17:00;0,000;Wahrer Wert
06.08.2023;17:00;06.08.2023;17:15;0,000;Wahrer Wert
06.08.2023;17:15;06.08.2023;17:30;0,000;Wahrer Wert
06.08.2023;17:30;06.08.2023;17:45;0,000;Wahrer Wert
06.08.2023;17:45;06.08.2023;18:00;0,000;Wahrer Wert
06.08.2023;18:00;06.08.2023;18:15;0,001;Wahrer Wert
06.08.2023;18:15;06.08.2023;18:30;0,000;Wahrer Wert
06.08.2023;18:30;06.08.2023;18:45;0,000;Wahrer Wert
06.08.2023;18:45;06.08.2023;19:00;0,000;Wahrer Wert
06.08.2023;19:00;06.08.2023;19:15;0,000;Wahrer Wert
06.08.2023;19:15;06.08.2023;19:30;0,000;Wahrer Wert
06.08.2023;19:30;06.08.2023;19:45;0,017;Wahrer Wert
06.08.2023;19:45;06.08.2023;20:00;0,046;Wahrer Wert
06.08.2023;20:00;06.08.2023;20:15;0,061;Wahrer Wert
06.08.2023;20:15;06.08.2023;20:30;0,072;Wahrer Wert
06.08.2023;20:30;06.08.2023;20:45;0,098;Wahrer Wert
06.08.2023;20:45;06.08.2023;21:00;0,091;Wahrer Wert
06.08.2023;21:00;06.08.2023;21:15;0,067;Wahrer Wert
06.08.2023;21:15;06.08.2023;21:30;0,076;Wahrer Wert
06.08.2023;21:30;06.08.2023;21:45;0,094;Wahrer Wert
06.08.2023;21:45;06.08.2023;22:00;0,111;Wahrer Wert
06.08.2023;22:00;06.08.2023;22:15;0,096;Wahrer Wert
06.08.2023;22:15;06.08.2023;22:30;0,108;Wahrer Wert
06.08.2023;22:30;06.08.2023;22:45;0,106;Wahrer Wert
06.08.2023;22:45;06.08.2023;23:00;0,118;Wahrer Wert
06.08.2023;23:00;06.08.2023;23:15;0,078;Wahrer Wert
06.08.2023;23:15;06.08.2023;23:30;0,094;Wahrer Wert
06.08.2023;23:30;06.08.2023;23:45;0,078;Wahrer Wert
06.08.2023;23:45;07.08.2023;00:00;0,099;Wahrer Wert
07.08.2023;00:00;07.08.2023;00:15;0,072;Wahrer Wert
07.08.2023;00:15;07.08.2023;00:30;0,060;Wahrer Wert
07.08.2023;00:30;07.08.2023;00:45;0,065;Wahrer Wert
07.08.2023;00:45;07.08.2023;01:00;0,076;Wahrer Wert
07.08.2023;01:00;07.08.2023;01:15;0,084;Wahrer Wert
07.08.2023;01:15;07.08.2023;01:30;0,064;Wahrer Wert
07.08.2023;01:30;07.08.2023;01:45;0,067;Wahrer Wert
07.08.2023;01:45;07.08.2023;02:00;0,067;Wahrer Wert
07.08.2023;02:00;07.08.2023;02:15;0,085;Wahrer Wert
07.08.2023;02:15;07.08.2023;02:30;0,053;Wahrer Wert
07.08.2023;02:30;07.08.2023;02:45;0,064;Wahrer Wert
07.08.2023;02:45;07.08.2023;03:00;0,060;Wahrer Wert
07.08.2023;03:00;07.08.2023;03:15;0,082;Wahrer Wert
07.08.2023;03:15;07.08.2023;03:30;0,072;Wahrer Wert
07.08.2023;03:30;07.08.2023;03:45;0,055;Wahrer Wert
07.08.2023;03:45;07.08.2023;04:00;0,069;Wahrer Wert
07.08.2023;04:00;07.08.2023;04:15;0,071;Wahrer Wert
07.08.2023;04:15;07.08.2023;04:30;0,075;Wahrer Wert
07.08.2023;04:30;07.08.2023;04:45;0,056;Wahrer Wert
07.08.2023;04:45;07.08.2023;05:00;0,059;Wahrer Wert
07.08.2023;05:00;07.08.2023;05:15;0,071;Wahrer Wert
07.08.2023;05:15;07.08.2023;05:30;0,081;Wahrer Wert
07.08.2023;05:30;07.08.2023;05:45;0,049;Wahrer Wert
07.08.2023;05:45;07.08.2023;06:00;0,032;Wahrer Wert
07.08.2023;06:00;07.08.2023;06:15;0,027;Wahrer Wert
07.08.2023;06:15;07.08.2023;06:30;0,023;Wahrer Wert
07.08.2023;06:30;07.08.2023;06:45;0,011;Wahrer Wert
07.08.2023;06:45;07.08.2023;07:00;0,000;Wahrer Wert
07.08.2023;07:00;07.08.2023;07:15;0,000;Wahrer Wert
07.08.2023;07:15;07.08.2023;07:30;0,000;Wahrer Wert
07.08.2023;07:30;07.08.2023;07:45;0,000;Wahrer Wert
07.08.2023;07:45;07.08.2023;08:00;0,000;Wahrer Wert
07.08.2023;08:00;07.08.2023;08:15;0,000;Wahrer Wert
07.08.2023;08:15;07.08.2023;08:30;0,011;Wahrer Wert
07.08.2023;08:30;07.08.2023;08:45;0,007;Wahrer Wert
07.08.2023;08:45;07.08.2023;09:00;0,000;Wahrer Wert
07.08.2023;09:00;07.08.2023;09:15;0,000;Wahrer Wert
07.08.2023;09:15;07.08.2023;09:30;0,000;Wahrer Wert
07.08.2023;09:30;07.08.2023;09:45;0,000;Wahrer Wert
07.08.2023;09:45;07.08.2023;10:00;0,000;Wahrer Wert
07.08.2023;10:00;07.08.2023;10:15;0,003;Wahrer Wert
07.08.2023;10:15;07.08.2023;10:30;0,000;Wahrer Wert
07.08.2023;10:30;07.08.2023;10:45;0,000;Wahrer Wert
07.08.2023;10:45;07.08.2023;11:00;0,000;Wahrer Wert
07.08.2023;11:00;07.08.2023;11:15;0,000;Wahrer Wert
07.08.2023;11:15;07.08.2023;11:30;0,021;Wahrer Wert
07.08.2023;11:30;07.08.2023;11:45;0,018;Wahrer Wert
07.08.2023;11:45;07.08.2023;12:00;0,429;Wahrer Wert
07.08.2023;12:00;07.08.2023;12:15;0,033;Wahrer Wert
07.08.2023;12:15;07.08.2023;12:30;0,000;Wahrer Wert
07.08.2023;12:30;07.08.2023;12:45;0,006;Wahrer Wert
07.08.2023;12:45;07.08.2023;13:00;0,069;Wahrer Wert
07.08.2023;13:00;07.08.2023;13:15;0,014;Wahrer Wert
07.08.2023;13:15;07.08.2023;13:30;0,000;Wahrer Wert
07.08.2023;13:30;07.08.2023;13:45;0,000;Wahrer Wert
07.08.2023;13:45;07.08.2023;14:00;0,000;Wahrer Wert
07.08.2023;14:00;07.08.2023;14:15;0,006;Wahrer Wert
07.08.2023;14:15;07.08.2023;14:30;0,000;Wahrer Wert
07.08.2023;14:30;07.08.2023;14:45;0,000;Wahrer Wert
07.08.2023;14:45;07.08.2023;15:00;0,000;Wahrer Wert
07.08.2023;15:00;07.08.2023;15:15;0,028;Wahrer Wert
07.08.2023;15:15;07.08.2023;15:30;0,482;Wahrer Wert
07.08.2023;15:30;07.08.2023;15:45;0,199;Wahrer Wert
07.08.2023;15:45;07.08.2023;16:00;1,049;Wahrer Wert
07.08.2023;16:00;07.08.2023;16:15;2,381;Wahrer Wert
07.08.2023;16:15;07.08.2023;16:30;2,413;Wahrer Wert
07.08.2023;16:30;07.08.2023;16:45;2,384;Wahrer Wert
07.08.2023;16:45;07.08.2023;17:00;1,956;Wahrer Wert
07.08.2023;17:00;07.08.2023;17:15;2,235;Wahrer Wert
07.08.2023;17:15;07.08.2023;17:30;0,595;Wahrer Wert
07.08.2023;17:30;07.08.2023;17:45;0,000;Wahrer Wert
07.08.2023;17:45;07.08.2023;18:00;0,000;Wahrer Wert
07.08.2023;18:00;07.08.2023;18:15;0,046;Wahrer Wert
07.08.2023;18:15;07.08.2023;18:30;0,000;Wahrer Wert
07.08.2023;18:30;07.08.2023;18:45;0,000;Wahrer Wert
07.08.2023;18:45;07.08.2023;19:00;0,000;Wahrer Wert
07.08.2023;19:00;07.08.2023;19:15;0,000;Wahrer Wert
07.08.2023;19:15;07.08.2023;19:30;0,000;Wahrer Wert
07.08.2023;19:30;07.08.2023;19:45;0,026;Wahrer Wert
07.08.2023;19:45;07.08.2023;20:00;0,041;Wahrer Wert
07.08.2023;20:00;07.08.2023;20:15;0,083;Wahrer Wert
07.08.2023;20:15;07.08.2023;20:30;0,068;Wahrer Wert
07.08.2023;20:30;07.08.2023;20:45;0,077;Wahrer Wert
07.08.2023;20:45;07.08.2023;21:00;0,081;Wahrer Wert
07.08.2023;21:00;07.08.2023;21:15;0,102;Wahrer Wert
07.08.2023;21:15;07.08.2023;21:30;0,083;Wahrer Wert
07.08.2023;21:30;07.08.2023;21:45;0,083;Wahrer Wert
07.08.2023;21:45;07.08.2023;22:00;0,085;Wahrer Wert
07.08.2023;22:00;07.08.2023;22:15;0,099;Wahrer Wert
07.08.2023;22:15;07.08.2023;22:30;0,094;Wahrer Wert
07.08.2023;22:30;07.08.2023;22:45;0,080;Wahrer Wert
07.08.2023;22:45;07.08.2023;23:00;0,077;Wahrer Wert
07.08.2023;23:00;07.08.2023;23:15;0,074;Wahrer Wert
07.08.2023;23:15;07.08.2023;23:30;0,073;Wahrer Wert
07.08.2023;23:30;07.08.2023;23:45;0,056;Wahrer Wert
07.08.2023;23:45;08.08.2023;00:00;0,063;Wahrer Wert
08.08.2023;00:00;08.08.2023;00:15;0,068;Wahrer Wert
08.08.2023;00:15;08.08.2023;00:30;0,072;Wahrer Wert
08.08.2023;00:30;08.08.2023;00:45;0,062;Wahrer Wert
08.08.2023;00:45;08.08.2023;01:00;0,052;Wahrer Wert
08.08.2023;01:00;08.08.2023;01:15;0,075;Wahrer Wert
08.08.2023;01:15;08.08.2023;01:30;0,072;Wahrer Wert
08.08.2023;01:30;08.08.2023;01:45;0,061;Wahrer Wert
08.08.2023;01:45;08.08.2023;02:00;0,055;Wahrer Wert
08.08.2023;02:00;08.08.2023;02:15;0,072;Wahrer Wert
08.08.2023;02:15;08.08.2023;02:30;0,073;Wahrer Wert
08.08.2023;02:30;08.08.2023;02:45;0,060;Wahrer Wert
08.08.2023;02:45;08.08.2023;03:00;0,059;Wahrer Wert
08.08.2023;03:00;08.08.2023;03:15;0,064;Wahrer Wert
08.08.2023;03:15;08.08.2023;03:30;0,085;Wahrer Wert
08.08.2023;03:30;08.08.2023;03:45;0,059;Wahrer Wert
08.08.2023;03:45;08.08.2023;04:00;0,069;Wahrer Wert
08.08.2023;04:00;08.08.2023;04:15;0,054;Wahrer Wert
08.08.2023;04:15;08.08.2023;04:30;0,082;Wahrer Wert
08.08.2023;04:30;08.08.2023;04:45;0,065;Wahrer Wert
08.08.2023;04:45;08.08.2023;05:00;0,058;Wahrer Wert
08.08.2023;05:00;08.08.2023;05:15;0,060;Wahrer Wert
08.08.2023;05:15;08.08.2023;05:30;0,073;Wahrer Wert
08.08.2023;05:30;08.08.2023;05:45;0,067;Wahrer Wert
08.08.2023;05:45;08.08.2023;06:00;0,045;Wahrer Wert
08.08.2023;06:00;08.08.2023;06:15;0,033;Wahrer Wert
08.08.2023;06:15;08.08.2023;06:30;0,024;Wahrer Wert
08.08.2023;06:30;08.08.2023;06:45;0,009;Wahrer Wert
08.08.2023;06:45;08.08.2023;07:00;0,001;Wahrer Wert
08.08.2023;07:00;08.08.2023;07:15;0,000;Wahrer Wert
08.08.2023;07:15;08.08.2023;07:30;0,004;Wahrer Wert
08.08.2023;07:30;08.08.2023;07:45;0,000;Wahrer Wert
08.08.2023;07:45;08.08.2023;08:00;0,000;Wahrer Wert
08.08.2023;08:00;08.08.2023;08:15;0,000;Wahrer Wert
08.08.2023;08:15;08.08.2023;08:30;0,000;Wahrer Wert
08.08.2023;08:30;08.08.2023;08:45;0,000;Wahrer Wert
08.08.2023;08:45;08.08.2023;09:00;0,000;Wahrer Wert
08.08.2023;09:00;08.08.2023;09:15;0,000;Wahrer Wert
08.08.2023;09:15;08.08.2023;09:30;0,000;Wahrer Wert
08.08.2023;09:30;08.08.2023;09:45;0,000;Wahrer Wert
08.08.2023;09:45;08.08.2023;10:00;0,000;Wahrer Wert
08.08.2023;10:00;08.08.2023;10:15;0,000;Wahrer Wert
08.08.2023;10:15;08.08.2023;10:30;0,000;Wahrer Wert
08.08.2023;10:30;08.08.2023;10:45;0,000;Wahrer Wert
08.08.2023;10:45;08.08.2023;11:00;0,000;Wahrer Wert
08.08.2023;11:00;08.08.2023;11:15;0,000;Wahrer Wert
08.08.2023;11:15;08.08.2023;11:30;0,000;Wahrer Wert
08.08.2023;11:30;08.08.2023;11:45;0,439;Wahrer Wert
08.08.2023;11:45;08.08.2023;12:00;0,306;Wahrer Wert
08.08.2023;12:00;08.08.2023;12:15;0,000;Wahrer Wert
08.08.2023;12:15;08.08.2023;12:30;0,000;Wahrer Wert
08.08.2023;12:30;08.08.2023;12:45;0,000;Wahrer Wert
08.08.2023;12:45;08.08.2023;13:00;0,000;Wahrer Wert
08.08.2023;13:00;08.08.2023;13:15;0,000;Wahrer Wert
08.08.2023;13:15;08.08.2023;13:30;0,000;Wahrer Wert
08.08.2023;13:30;08.08.2023;13:45;0,000;Wahrer Wert
08.08.2023;13:45;08.08.2023;14:00;0,000;Wahrer Wert
08.08.2023;14:00;08.08.2023;14:15;0,000;Wahrer Wert
08.08.2023;14:15;08.08.2023;14:30;0,000;Wahrer Wert
08.08.2023;14:30;08.08.2023;14:45;0,000;Wahrer Wert
08.08.2023;14:45;08.08.2023;15:00;0,000;Wahrer Wert
08.08.2023;15:00;08.08.2023;15:15;0,000;Wahrer Wert
08.08.2023;15:15;08.08.2023;15:30;0,000;Wahrer Wert
08.08.2023;15:30;08.08.2023;15:45;0,000;Wahrer Wert
08.08.2023;15:45;08.08.2023;16:00;0,000;Wahrer Wert
08.08.2023;16:00;08.08.2023;16:15;0,000;Wahrer Wert
08.08.2023;16:15;08.08.2023;16:30;0,000;Wahrer Wert
08.08.2023;16:30;08.08.2023;16:45;0,000;Wahrer Wert
08.08.2023;16:45;08.08.2023;17:00;0,000;Wahrer Wert
08.08.2023;17:00;08.08.2023;17:15;0,000;Wahrer Wert
08.08.2023;17:15;08.08.2023;17:30;0,000;Wahrer Wert
08.08.2023;17:30;08.08.2023;17:45;0,048;Wahrer Wert
08.08.2023;17:45;08.08.2023;18:00;0,006;Wahrer Wert
08.08.2023;18:00;08.08.2023;18:15;0,000;Wahrer Wert
08.08.2023;18:15;08.08.2023;18:30;0,015;Wahrer Wert
08.08.2023;18:30;08.08.2023;18:45;0,023;Wahrer Wert
08.08.2023;18:45;08.08.2023;19:00;0,043;Wahrer Wert
08.08.2023;19:00;08.08.2023;19:15;0,000;Wahrer Wert
08.08.2023;19:15;08.08.2023;19:30;0,001;Wahrer Wert
08.08.2023;19:30;08.08.2023;19:45;0,022;Wahrer Wert
08.08.2023;19:45;08.08.2023;20:00;0,069;Wahrer Wert
08.08.2023;20:00;08.08.2023;20:15;0,062;Wahrer Wert
08.08.2023;20:15;08.08.2023;20:30;0,073;Wahrer Wert
08.08.2023;20:30;08.08.2023;20:45;0,079;Wahrer Wert
08.08.2023;20:45;08.08.2023;21:00;0,097;Wahrer Wert
08.08.2023;21:00;08.08.2023;21:15;0,093;Wahrer Wert
08.08.2023;21:15;08.08.2023;21:30;0,080;Wahrer Wert
08.08.2023;21:30;08.08.2023;21:45;0,090;Wahrer Wert
08.08.2023;21:45;08.08.2023;22:00;0,079;Wahrer Wert
08.08.2023;22:00;08.08.2023;22:15;0,089;Wahrer Wert
08.08.2023;22:15;08.08.2023;22:30;0,068;Wahrer Wert
08.08.2023;22:30;08.08.2023;22:45;0,073;Wahrer Wert
08.08.2023;22:45;08.08.2023;23:00;0,093;Wahrer Wert
08.08.2023;23:00;08.08.2023;23:15;0,100;Wahrer Wert
08.08.2023;23:15;08.08.2023;23:30;0,076;Wahrer Wert
08.08.2023;23:30;08.08.2023;23:45;0,084;Wahrer Wert
08.08.2023;23:45;09.08.2023;00:00;0,093;Wahrer Wert
09.08.2023;00:00;09.08.2023;00:15;0,086;Wahrer Wert
09.08.2023;00:15;09.08.2023;00:30;0,065;Wahrer Wert
09.08.2023;00:30;09.08.2023;00:45;0,054;Wahrer Wert
09.08.2023;00:45;09.08.2023;01:00;0,077;Wahrer Wert
09.08.2023;01:00;09.08.2023;01:15;0,077;Wahrer Wert
09.08.2023;01:15;09.08.2023;01:30;0,069;Wahrer Wert
09.08.2023;01:30;09.08.2023;01:45;0,056;Wahrer Wert
09.08.2023;01:45;09.08.2023;02:00;0,069;Wahrer Wert
09.08.2023;02:00;09.08.2023;02:15;0,073;Wahrer Wert
09.08.2023;02:15;09.08.2023;02:30;0,065;Wahrer Wert
09.08.2023;02:30;09.08.2023;02:45;0,058;Wahrer Wert
09.08.2023;02:45;09.08.2023;03:00;0,061;Wahrer Wert
09.08.2023;03:00;09.08.2023;03:15;0,090;Wahrer Wert
09.08.2023;03:15;09.08.2023;03:30;0,064;Wahrer Wert
09.08.2023;03:30;09.08.2023;03:45;0,073;Wahrer Wert
09.08.2023;03:45;09.08.2023;04:00;0,059;Wahrer Wert
09.08.2023;04:00;09.08.2023;04:15;0,078;Wahrer Wert
09.08.2023;04:15;09.08.2023;04:30;0,066;Wahrer Wert
09.08.2023;04:30;09.08.2023;04:45;0,069;Wahrer Wert
09.08.2023;04:45;09.08.2023;05:00;0,054;Wahrer Wert
09.08.2023;05:00;09.08.2023;05:15;0,073;Wahrer Wert
09.08.2023;05:15;09.08.2023;05:30;0,074;Wahrer Wert
