Startdatum;Enddatum;Zählpunktbezeichnung;Name der Energiegemeinschaft;ID der Energiegemeinschaft;OBIS;OBIS Kurzbeschreibung;Wert;Einheit;Qualität;Qualität Beschreibung
25.09.2025 21:00;25.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,117;kWh;L1;Echtwert gemessen
25.09.2025 21:15;25.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,118;kWh;L1;Echtwert gemessen
25.09.2025 21:30;25.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,116;kWh;L1;Echtwert gemessen
25.09.2025 21:45;25.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,114;kWh;L1;Echtwert gemessen
25.09.2025 22:00;25.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
25.09.2025 22:15;25.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
25.09.2025 22:30;25.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
25.09.2025 22:45;25.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
25.09.2025 23:00;25.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
25.09.2025 23:15;25.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
25.09.2025 23:30;25.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
25.09.2025 23:45;26.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
26.09.2025 00:00;26.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
26.09.2025 00:15;26.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,249;kWh;L1;Echtwert gemessen
26.09.2025 00:30;26.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,131;kWh;L1;Echtwert gemessen
26.09.2025 00:45;26.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,126;kWh;L1;Echtwert gemessen
26.09.2025 01:00;26.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,125;kWh;L1;Echtwert gemessen
26.09.2025 01:15;26.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,118;kWh;L1;Echtwert gemessen
26.09.2025 01:30;26.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 01:45;26.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 02:00;26.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 02:15;26.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 02:30;26.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 02:45;26.09.2025 03:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 03:00;26.09.2025 03:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 03:15;26.09.2025 03:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 03:30;26.09.2025 03:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
26.09.2025 03:45;26.09.2025 04:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 04:00;26.09.2025 04:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 04:15;26.09.2025 04:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
26.09.2025 04:30;26.09.2025 04:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,116;kWh;L1;Echtwert gemessen
26.09.2025 04:45;26.09.2025 05:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
26.09.2025 05:00;26.09.2025 05:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 05:15;26.09.2025 05:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 05:30;26.09.2025 05:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 05:45;26.09.2025 06:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 06:00;26.09.2025 06:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 06:15;26.09.2025 06:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 06:30;26.09.2025 06:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 06:45;26.09.2025 07:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 07:00;26.09.2025 07:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
26.09.2025 07:15;26.09.2025 07:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
26.09.2025 07:30;26.09.2025 07:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 07:45;26.09.2025 08:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 08:00;26.09.2025 08:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
26.09.2025 08:15;26.09.2025 08:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,122;kWh;L1;Echtwert gemessen
26.09.2025 08:30;26.09.2025 08:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,114;kWh;L1;Echtwert gemessen
26.09.2025 08:45;26.09.2025 09:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
26.09.2025 09:00;26.09.2025 09:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 09:15;26.09.2025 09:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,103;kWh;L1;Echtwert gemessen
26.09.2025 09:30;26.09.2025 09:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 09:45;26.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
26.09.2025 10:00;26.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,262;kWh;L1;Echtwert gemessen
26.09.2025 10:15;26.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,345;kWh;L1;Echtwert gemessen
26.09.2025 10:30;26.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
26.09.2025 10:45;26.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 11:00;26.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,1;kWh;L1;Echtwert gemessen
26.09.2025 11:15;26.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,125;kWh;L1;Echtwert gemessen
26.09.2025 11:30;26.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,101;kWh;L1;Echtwert gemessen
26.09.2025 11:45;26.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
26.09.2025 12:00;26.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,129;kWh;L1;Echtwert gemessen
26.09.2025 12:15;26.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,122;kWh;L1;Echtwert gemessen
26.09.2025 12:30;26.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,137;kWh;L1;Echtwert gemessen
26.09.2025 12:45;26.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,126;kWh;L1;Echtwert gemessen
26.09.2025 13:00;26.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,121;kWh;L1;Echtwert gemessen
26.09.2025 13:15;26.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
26.09.2025 13:30;26.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 13:45;26.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 14:00;26.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 14:15;26.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 14:30;26.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 14:45;26.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
26.09.2025 15:00;26.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 15:15;26.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 15:30;26.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,109;kWh;L1;Echtwert gemessen
26.09.2025 15:45;26.09.2025 16:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 16:00;26.09.2025 16:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,099;kWh;L1;Echtwert gemessen
26.09.2025 16:15;26.09.2025 16:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,103;kWh;L1;Echtwert gemessen
26.09.2025 16:30;26.09.2025 16:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,099;kWh;L1;Echtwert gemessen
26.09.2025 16:45;26.09.2025 17:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,098;kWh;L1;Echtwert gemessen
26.09.2025 17:00;26.09.2025 17:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 17:15;26.09.2025 17:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,1;kWh;L1;Echtwert gemessen
26.09.2025 17:30;26.09.2025 17:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,102;kWh;L1;Echtwert gemessen
26.09.2025 17:45;26.09.2025 18:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,136;kWh;L1;Echtwert gemessen
26.09.2025 18:00;26.09.2025 18:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,134;kWh;L1;Echtwert gemessen
26.09.2025 18:15;26.09.2025 18:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,184;kWh;L1;Echtwert gemessen
26.09.2025 18:30;26.09.2025 18:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,133;kWh;L1;Echtwert gemessen
26.09.2025 18:45;26.09.2025 19:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,138;kWh;L1;Echtwert gemessen
26.09.2025 19:00;26.09.2025 19:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,134;kWh;L1;Echtwert gemessen
26.09.2025 19:15;26.09.2025 19:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,133;kWh;L1;Echtwert gemessen
26.09.2025 19:30;26.09.2025 19:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,136;kWh;L1;Echtwert gemessen
26.09.2025 19:45;26.09.2025 20:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,139;kWh;L1;Echtwert gemessen
26.09.2025 20:00;26.09.2025 20:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,134;kWh;L1;Echtwert gemessen
26.09.2025 20:15;26.09.2025 20:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,134;kWh;L1;Echtwert gemessen
26.09.2025 20:30;26.09.2025 20:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,128;kWh;L1;Echtwert gemessen
26.09.2025 20:45;26.09.2025 21:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 21:00;26.09.2025 21:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 21:15;26.09.2025 21:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
26.09.2025 21:30;26.09.2025 21:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
26.09.2025 21:45;26.09.2025 22:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
26.09.2025 22:00;26.09.2025 22:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 22:15;26.09.2025 22:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 22:30;26.09.2025 22:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 22:45;26.09.2025 23:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
26.09.2025 23:00;26.09.2025 23:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 23:15;26.09.2025 23:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
26.09.2025 23:30;26.09.2025 23:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
26.09.2025 23:45;27.09.2025 00:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
27.09.2025 00:00;27.09.2025 00:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
27.09.2025 00:15;27.09.2025 00:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,103;kWh;L1;Echtwert gemessen
27.09.2025 00:30;27.09.2025 00:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,21;kWh;L1;Echtwert gemessen
27.09.2025 00:45;27.09.2025 01:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,177;kWh;L1;Echtwert gemessen
27.09.2025 01:00;27.09.2025 01:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
27.09.2025 01:15;27.09.2025 01:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,108;kWh;L1;Echtwert gemessen
27.09.2025 01:30;27.09.2025 01:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
27.09.2025 01:45;27.09.2025 02:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
27.09.2025 02:00;27.09.2025 02:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,112;kWh;L1;Echtwert gemessen
27.09.2025 02:15;27.09.2025 02:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
27.09.2025 02:30;27.09.2025 02:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
27.09.2025 02:45;27.09.2025 03:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,107;kWh;L1;Echtwert gemessen
27.09.2025 03:00;27.09.2025 03:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
27.09.2025 03:15;27.09.2025 03:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,124;kWh;L1;Echtwert gemessen
27.09.2025 03:30;27.09.2025 03:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,126;kWh;L1;Echtwert gemessen
27.09.2025 03:45;27.09.2025 04:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,127;kWh;L1;Echtwert gemessen
27.09.2025 04:00;27.09.2025 04:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
27.09.2025 04:15;27.09.2025 04:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,106;kWh;L1;Echtwert gemessen
27.09.2025 04:30;27.09.2025 04:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
27.09.2025 04:45;27.09.2025 05:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,121;kWh;L1;Echtwert gemessen
27.09.2025 05:00;27.09.2025 05:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
27.09.2025 05:15;27.09.2025 05:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,137;kWh;L1;Echtwert gemessen
27.09.2025 05:30;27.09.2025 05:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,131;kWh;L1;Echtwert gemessen
27.09.2025 05:45;27.09.2025 06:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,119;kWh;L1;Echtwert gemessen
27.09.2025 06:00;27.09.2025 06:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,113;kWh;L1;Echtwert gemessen
27.09.2025 06:15;27.09.2025 06:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
27.09.2025 06:30;27.09.2025 06:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,104;kWh;L1;Echtwert gemessen
27.09.2025 06:45;27.09.2025 07:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,111;kWh;L1;Echtwert gemessen
27.09.2025 07:00;27.09.2025 07:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
27.09.2025 07:15;27.09.2025 07:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
27.09.2025 07:30;27.09.2025 07:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,11;kWh;L1;Echtwert gemessen
27.09.2025 07:45;27.09.2025 08:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,103;kWh;L1;Echtwert gemessen
27.09.2025 08:00;27.09.2025 08:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,105;kWh;L1;Echtwert gemessen
27.09.2025 08:15;27.09.2025 08:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
27.09.2025 08:30;27.09.2025 08:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,192;kWh;L1;Echtwert gemessen
27.09.2025 08:45;27.09.2025 09:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,202;kWh;L1;Echtwert gemessen
27.09.2025 09:00;27.09.2025 09:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,178;kWh;L1;Echtwert gemessen
27.09.2025 09:15;27.09.2025 09:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
27.09.2025 09:30;27.09.2025 09:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
27.09.2025 09:45;27.09.2025 10:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,154;kWh;L1;Echtwert gemessen
27.09.2025 10:00;27.09.2025 10:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,159;kWh;L1;Echtwert gemessen
27.09.2025 10:15;27.09.2025 10:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,155;kWh;L1;Echtwert gemessen
27.09.2025 10:30;27.09.2025 10:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
27.09.2025 10:45;27.09.2025 11:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
27.09.2025 11:00;27.09.2025 11:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
27.09.2025 11:15;27.09.2025 11:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
27.09.2025 11:30;27.09.2025 11:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,152;kWh;L1;Echtwert gemessen
27.09.2025 11:45;27.09.2025 12:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,146;kWh;L1;Echtwert gemessen
27.09.2025 12:00;27.09.2025 12:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,145;kWh;L1;Echtwert gemessen
27.09.2025 12:15;27.09.2025 12:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
27.09.2025 12:30;27.09.2025 12:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
27.09.2025 12:45;27.09.2025 13:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,145;kWh;L1;Echtwert gemessen
27.09.2025 13:00;27.09.2025 13:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,148;kWh;L1;Echtwert gemessen
27.09.2025 13:15;27.09.2025 13:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
27.09.2025 13:30;27.09.2025 13:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,145;kWh;L1;Echtwert gemessen
27.09.2025 13:45;27.09.2025 14:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
27.09.2025 14:00;27.09.2025 14:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,157;kWh;L1;Echtwert gemessen
27.09.2025 14:15;27.09.2025 14:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,153;kWh;L1;Echtwert gemessen
27.09.2025 14:30;27.09.2025 14:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
27.09.2025 14:45;27.09.2025 15:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
27.09.2025 15:00;27.09.2025 15:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,145;kWh;L1;Echtwert gemessen
27.09.2025 15:15;27.09.2025 15:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,146;kWh;L1;Echtwert gemessen
27.09.2025 15:30;27.09.2025 15:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,15;kWh;L1;Echtwert gemessen
27.09.2025 15:45;27.09.2025 16:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,146;kWh;L1;Echtwert gemessen
27.09.2025 16:00;27.09.2025 16:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
27.09.2025 16:15;27.09.2025 16:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,151;kWh;L1;Echtwert gemessen
27.09.2025 16:30;27.09.2025 16:45;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,145;kWh;L1;Echtwert gemessen
27.09.2025 16:45;27.09.2025 17:00;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,147;kWh;L1;Echtwert gemessen
27.09.2025 17:00;27.09.2025 17:15;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,149;kWh;L1;Echtwert gemessen
27.09.2025 17:15;27.09.2025 17:30;AT00700XXXXXXXXXXXXXXXXXXXXXXXXXX;;;;;0,145;kWh;L1;Echtwert gemessen
